timestamp,value,dosya,metrik,anomaly,rolling_mean,rolling_std,rolling_max,diff,hybrid_score,anomaly_pred,anomaly_final
2014-02-14 14:50:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.1336,0.0008944271909999194,0.134,0.0,0.06101884230961297,0,0
2014-02-14 14:55:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.134,0.0,0.134,0.0,0.08048343578160749,0,0
2014-02-14 15:00:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.134,0.0,0.134,0.0,0.08048343578160749,0,0
2014-02-14 15:05:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.134,0.0,0.134,0.0,0.08048343578160749,0,0
2014-02-14 15:10:00,0.066,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12040000000000002,0.030410524493997143,0.134,-0.068,0.0848885194888926,0,0
2014-02-14 15:15:00,0.132,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12000000000000002,0.030199337741083,0.134,0.066,0.04438064631190651,0,0
2014-02-14 15:20:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12000000000000002,0.030199337741083,0.134,0.0020000000000000018,0.0031992344486453227,0,0
2014-02-14 15:25:00,0.066,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.10640000000000001,0.03688902275745456,0.134,-0.068,0.06753748712564414,0,0
2014-02-14 15:30:00,0.132,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.10600000000000001,0.03652396473549935,0.134,0.066,0.07930278598246102,0,0
2014-02-14 15:35:00,0.2019999999999999,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.13319999999999999,0.048095737856903666,0.2019999999999999,0.0699999999999999,0.19130795409950832,0,0
2014-02-14 15:40:00,0.068,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12039999999999998,0.05630985704119657,0.2019999999999999,-0.1339999999999999,0.23280155862351332,0,0
2014-02-14 15:45:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12039999999999998,0.05630985704119657,0.2019999999999999,0.066,0.13421343672184577,0,0
2014-02-14 15:50:00,0.132,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.1336,0.04740042193905025,0.2019999999999999,-0.0020000000000000018,0.09237104744154213,0,0
2014-02-14 15:55:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.13399999999999998,0.0473919824442911,0.2019999999999999,0.0020000000000000018,0.08679800736384721,0,0
2014-02-14 16:00:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12040000000000002,0.029305289624912436,0.134,0.0,0.006511922917805723,0,0
2014-02-14 16:05:00,0.136,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.13399999999999998,0.0014142135623729283,0.136,0.0020000000000000018,0.10894364471224557,0,0
2014-02-14 16:10:00,0.132,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.13360000000000002,0.0016733200530680164,0.136,-0.0040000000000000036,0.10915093061338191,0,0
2014-02-14 16:15:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.13399999999999998,0.0014142135623729283,0.136,0.0020000000000000018,0.088311336249662,0,0
2014-02-14 16:20:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.13400000000000004,0.0014142135623729283,0.136,0.0,0.08207301206971249,0,0
2014-02-14 16:25:00,0.066,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.1204,0.03044339008717657,0.136,-0.068,0.11152908959340224,0,0
2014-02-14 16:30:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12000000000000002,0.030199337741083007,0.134,0.068,0.031989832284107025,0,0
2014-02-14 16:35:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12040000000000002,0.030410524493997147,0.134,0.0,0.0031675861301816307,0,0
2014-02-14 16:40:00,0.066,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.1068,0.037245133910351315,0.134,-0.068,0.07028592547571413,0,0
2014-02-14 16:45:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.1068,0.037245133910351315,0.134,0.068,0.07190624061912351,0,0
2014-02-14 16:50:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12040000000000002,0.03041052449399715,0.134,0.0,0.0031675861301816307,0,0
2014-02-14 16:55:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12040000000000002,0.03041052449399715,0.134,0.0,0.0031675861301816307,0,0
2014-02-14 17:00:00,0.132,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12000000000000002,0.030199337741083007,0.134,-0.0020000000000000018,0.01263459041909442,0,0
2014-02-14 17:05:00,0.136,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.13399999999999998,0.0014142135623729283,0.136,0.0040000000000000036,0.12018889564180653,0,0
2014-02-14 17:10:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.13400000000000004,0.0014142135623729283,0.136,-0.0020000000000000018,0.08841991300588362,0,0
2014-02-14 17:15:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.13399999999999998,0.0014142135623729283,0.136,0.0,0.08207301206971249,0,0
2014-02-14 17:20:00,0.132,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.13360000000000002,0.0016733200530680164,0.136,-0.0020000000000000018,0.10083912848708976,0,0
2014-02-14 17:25:00,0.132,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.1336,0.0016733200530680164,0.136,0.0,0.09776294895443513,0,0
2014-02-14 17:30:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.13320000000000004,0.001095445115010132,0.134,0.0020000000000000018,0.0698262027209733,0,0
2014-02-14 17:35:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.13319999999999999,0.001095445115010132,0.134,0.0,0.06043587414142329,0,0
2014-02-14 17:40:00,0.066,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.11960000000000001,0.029979993328885204,0.134,-0.068,0.08395026688464685,0,0
2014-02-14 17:45:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12000000000000002,0.030199337741083018,0.134,0.068,0.031989832284107025,0,0
2014-02-14 17:50:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12040000000000002,0.030410524493997157,0.134,0.0,0.0031675861301816307,0,0
2014-02-14 17:55:00,0.2019999999999999,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.13399999999999998,0.048083261120685186,0.2019999999999999,0.0679999999999999,0.18786150129245857,0,0
2014-02-14 18:00:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.13399999999999998,0.048083261120685186,0.2019999999999999,-0.0679999999999999,0.1365020921855576,0,0
2014-02-14 18:05:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.14759999999999998,0.030410524493997053,0.2019999999999999,0.0,0.12257803703658092,0,0
2014-02-14 18:10:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.14759999999999998,0.030410524493997053,0.2019999999999999,0.0,0.12257803703658092,0,0
2014-02-14 18:15:00,0.068,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.1344,0.04737932038347528,0.2019999999999999,-0.066,0.18517771165588032,0,0
2014-02-14 18:20:00,0.132,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12040000000000002,0.029305289624912464,0.134,0.064,0.06315898429996632,0,0
2014-02-14 18:25:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12040000000000002,0.029305289624912464,0.134,0.0020000000000000018,0.008823585619006653,0,0
2014-02-14 18:30:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12040000000000002,0.029305289624912464,0.134,0.0,0.006511922917805723,0,0
2014-02-14 18:35:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12040000000000002,0.029305289624912464,0.134,0.0,0.006511922917805723,0,0
2014-02-14 18:40:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.1336,0.0008944271910000866,0.134,0.0,0.06101884230961292,0,0
2014-02-14 18:45:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.134,0.0,0.134,0.0,0.08048343578160749,0,0
2014-02-14 18:50:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.134,0.0,0.134,0.0,0.08048343578160749,0,0
2014-02-14 18:55:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.134,0.0,0.134,0.0,0.08048343578160749,0,0
2014-02-14 19:00:00,0.066,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.1204,0.030410524493997167,0.134,-0.068,0.0848885194888926,0,0
2014-02-14 19:05:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12040000000000002,0.030410524493997167,0.134,0.068,0.03446431093401328,0,0
2014-02-14 19:10:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12040000000000002,0.030410524493997167,0.134,0.0,0.0031675861301816307,0,0
2014-02-14 19:15:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12040000000000002,0.030410524493997167,0.134,0.0,0.0031675861301816307,0,0
2014-02-14 19:20:00,0.066,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.1068,0.03724513391035134,0.134,-0.068,0.07028592547571413,0,0
2014-02-14 19:25:00,0.132,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12000000000000002,0.03019933774108303,0.134,0.066,0.04438064631190651,0,0
2014-02-14 19:30:00,0.134,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.12000000000000002,0.03019933774108303,0.134,0.0020000000000000018,0.0031992344486453227,0,0
2014-02-14 19:35:00,0.2,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.1332,0.04738354144637145,0.2,0.066,0.17353019446092388,0,0
2014-02-14 19:40:00,0.132,ec2_cpu_utilization_24ae8d.csv,ec2_cpu_utilization_24ae8d,0,0.1328,0.04738354144637145,0.2,-0.068,0.13448226656182827,0,0
